Image,Nom,Nom complet,Position,Pied fort,Taille,Poid,Date de naissance,Lieu de naissance,Club
Inconnue,Can Yahya Moustfa,,MF,,,,"    November 19, 2004    ",,Leverkusen
https://fbref.com/req/202005121/images/headshots/650eaf9c_2018.jpg,Aiman Yahya,Aiman bin Yahya bin Yahya Ahmed,MF,,169cm,66kg,"    May 14, 2001    ",,Al Nasr (KSA)
https://fbref.com/req/202005121/images/headshots/a2312f30_2018.jpg,Mudathiri Yahya,Mudathiri Yahya Abbas,MF,,,,"    May 6, 1995    ",,Azam FC
Inconnue,Salaah Al Yahyaei,Salaah Said Salim Al Yahyaei,MF,,178cm,62kg,"    August 17, 1998    ",,
Inconnue,Gassan Yahyai,Gassan Ahadme Yahyai,MF,,,,"    January 1, 2000    ",,Portsmouth
Inconnue,Kamran Yahyaijan,,FW,,,,"    November 14, 1998    ","          in Īrān, Iran      ",FC 08 Villingen
Inconnue,Volodymyr Yakimets,,DF,,,,"    March 3, 1998    ",          in Ukraine      ,FC Lviv
Inconnue,Vyacheslav Yakimov,Vyacheslav Yakimov,MF ,Right,178cm,72kg,"    January 5, 1998    ","          in Novokubansk, Russia      ",Krasnodar
Inconnue,Vladislav Yakovlev,Vladislav Yakovlev,FW,,,,"    February 12, 2002    ",,CSKA Moscow
Inconnue,Darya Yakovleva,,MF,,,,"    May 19, 1998    ",,CSKA Moscow
https://fbref.com/req/202005121/images/headshots/e2816234_2018.jpg,Denis Yakuba,,DF ,Both,178cm,76kg,"    May 26, 1996    ",,Krylia Sovetov Samara
https://fbref.com/req/202005121/images/headshots/f80f8e10_2018.jpg,Najeeb Yakubu,,MF,,,,"    May 1, 2000    ",,Vorskla-Naftohaz
Inconnue,Andriy Yakymiv,,MF,,183cm,73kg,"    June 15, 1997    ",,FK Inhulets
https://fbref.com/req/202005121/images/headshots/7f5a2470_2018.jpg,Güven Yalçın,,FW ,Both,183cm,80kg,"    January 18, 1999    ","          in Düsseldorf, Germany      ",Beşiktaş
Inconnue,Kerem Yalçın,Kerem Yalçın,DF,,,,"    December 2, 2004    ",,Rot-Weiß Oberhausen
https://fbref.com/req/202005121/images/headshots/829ae874_2018.jpg,Robin Yalçın,,DF-MF (DM) ,Right,183cm,77kg,"    January 25, 1994    ","          in Deggendorf, Germany      ",Paderborn 07
Inconnue,Bilal Yalçınkaya,Bilal Yalçınkaya,MF,,,,"    March 30, 2006    ",,Hamburger SV
https://fbref.com/req/202005121/images/headshots/b4f40f5b_2018.jpg,Abel Yalew,Abel Yalew Tilahun,FW,,,,"    March 23, 1996    ",,
https://fbref.com/req/202005121/images/headshots/f6def887_2018.jpg,Hansamu Yama,Hansamu Yama Pranata,DF ,Right,180cm,71kg,"    January 16, 1995    ","          in Kabupaten Mojokerto, Indonesia      ",Bhayangkara FC
https://fbref.com/req/202005121/images/headshots/8c147c14_2018.jpg,Hotaru Yamaguchi,,MF (CM-DM) ,Right,173cm,72kg,"    October 6, 1990    ","          in Nabari, Japan      ",Vissel Kobe
Inconnue,Yasin Yaman,,DF,,,,"    July 4, 2003    ",,Fortuna Köln
https://fbref.com/req/202005121/images/headshots/b712e02d_2018.jpg,Miki Yamane,,"DF-MF (FB, right)",,178cm,69kg,"    December 22, 1993    ","          in Kanagawa, Japan      ",Kawasaki Frontale
Inconnue,Arthur Yamga,,"FW (WM, right)",,,,"    September 7, 1996    ","          in Paris, France      ",Esteghlal Khuz
https://fbref.com/req/202005121/images/headshots/4f13fe17_2018.jpg,Abdulrahman Al Yami,Abdulrahman bin Hashim bin Jamaan Rakhwan Al Yami,FW,,172cm,69kg,"    June 19, 1997    ",,Al Ittihad Jeddah
https://fbref.com/req/202005121/images/headshots/0bb0f7c6_2018.jpg,Mohammed Al Yami,Mohammed bin Faraj bin Saeed Al Rubaie Al Yami,GK,,188cm,78kg,"    August 14, 1997    ","          in Najrān, Saudi Arabia      ",Al Ahli (KSA)
https://fbref.com/req/202005121/images/headshots/ae4f2255_2018.jpg,Mohammed Yamin,Mohammed Iyad Ghaleb Yamin,MF ,Right,175cm,69kg,"    September 19, 1994    ",,Hilal Al-Quds Club
https://fbref.com/req/202005121/images/headshots/f6f6b6e8_2018.jpg,Jawad El Yamiq,,DF (CB) ,85% Right,190cm,74kg,"    February 29, 1992    ","          in Khouribga, Morocco      ",Valladolid
Inconnue,Mbouri Yamkam,Mbouri Basile Yamkam,DF,,,,"    January 2, 1998    ",,Radnički Niš
Inconnue,Aycan Yanaç,,FW,,,,"    November 21, 1998    ","          in Nuremberg, Germany      ",ALG SK
Inconnue,Emil Yanchev,,DF-MF,,,,"    February 8, 1999    ","          in Varna, Bulgaria      ",Lokomotiv Plovdiv
Inconnue,Mert Yandaş,Mert Hakan Yandaş,MF (WM),,174cm,70kg,"    August 19, 1994    ","          in Osmangazi, Turkey      ",Fenerbahçe
Inconnue,Allen Yanes,Allen José Yanes Pinto,DF,,178cm,63kg,"    July 4, 1997    ","          in Los Angeles, California, United States      ",CSD Comunicaciones
https://fbref.com/req/202005121/images/headshots/039ae103_2018.jpg,Rubén Yáñez,Orlando Rubén Yáñez Alabart,GK ,88% Right,190cm,81kg,"    October 12, 1993    ","          in Blanes, Spain      ",Getafe
Inconnue,Sebastián Yanez,Sebastián  Yanez Meléndez,DF,,,,"    April 6, 2003    ","          in Estado de México, Estado de México, Mexico      ",Tijuana
https://fbref.com/req/202005121/images/headshots/36601525_2018.jpg,Huang Yang,,MF,,170cm,75kg,"    October 19, 1983    ","          in Shanghai, China PR      ",Kitchee SC
https://fbref.com/req/202005121/images/headshots/a4b619f4_2018.jpg,Liu Yang,,DF-MF ,Left,184cm,75kg,"    June 17, 1995    ","          in Qingdao, China PR      ",Shandong Luneng Taishan
Inconnue,Flory Yangao,Flory Jean Michaël Yangao,DF,,174cm,68kg,"    January 13, 2002    ","          in Bangui, Central African Republic      ",Olympique Real de Bangui
Inconnue,César Yanis,César Augusto Yanis Velasco,MF ,Left,,,"    January 28, 1996    ",,Zaragoza
Inconnue,Dominik Yankov,,MF,,,,"    July 28, 2000    ",,Ludogorets Razgrad
Inconnue,Nikita Yanovich,,GK,,,,"    March 28, 2003    ",,Rubin Kazan
https://fbref.com/req/202005121/images/headshots/683a8f5f_2018.jpg,Momo Yansané,,FW,,170cm,,"    July 29, 1997    ",,Sheriff Tiraspol
Inconnue,Sekou Yansané,Sekou Oumar Yansané,FW,,,,"    April 28, 2003    ","          in Grenoble, France      ",Paris Saint-Germain
Inconnue,Romaric Yapi,,DF,,,,"    July 13, 2000    ",,Vitesse
Inconnue,Adnan Yaqoob,Mohammed Adnan  Yaqoob,MF ,Right,,,"    July 2, 1996    ",,
https://fbref.com/req/202005121/images/headshots/4ef15539_2018.jpg,Jassem Yaqoub,,FW,,173cm,70kg,"    March 16, 1997    ","          in Dubai, United Arab Emirates      ",KhorFakkan S&CC
https://fbref.com/req/202005121/images/headshots/f0705132_2018.jpg,Lar Din Maw Yar,,DF,,,,"    November 5, 1988    ",,Okktha United FC
https://fbref.com/req/202005121/images/headshots/3cb1eee3_2018.jpg,Barış Yardımcı,,"DF (FB, right) ",Right,177cm,71kg,"    August 14, 1992    ","          in Malazgirt, Turkey      ",Konyaspor
Inconnue,Nafican Yardımcı,Nafican Yardımcı,DF,,,,"    March 21, 2001    ","          in Çorum, Turkey      ",Konyaspor
Inconnue,Tunahan Yardimci,,MF,,,,"    August 1, 2004    ",,Bochum
https://fbref.com/req/202005121/images/headshots/cb641b9d_2018.jpg,Roman Yaremchuk,Roman Olehovych Yaremchuk,FW-MF ,89% Right,186cm,78kg,"    November 27, 1995    ","          in Lviv, Ukraine      ",Benfica
https://fbref.com/req/202005121/images/headshots/849c826a_2018.jpg,Andriy Yarmolenko,Andriy Mykolaiovich Yarmolenko,"FW-MF (AM-WM, right) ",74% Left,189cm,81kg,"    October 23, 1989    ","          in Leningrad, Russia      ",West Ham United
https://fbref.com/req/202005121/images/headshots/907a5d7c_2018.jpg,Yehor Yarmoliuk,Yehor Romanovych Yarmoliuk,MF,,,,"    March 1, 2004    ",          in Ukraine      ,SC Dnipro-1
Inconnue,Mykola Yarosh,Mykola Yarosh,DF,,,,"    May 22, 2001    ",          in Ukraine      ,FK Inhulets
https://fbref.com/req/202005121/images/headshots/345a8623_2018.jpg,Ali Yaseen,Ali Yaseen Yas,GK,,,,"    August 9, 1993    ","          in Karbala, Iraq      ",Al-Zawra'a SC
https://fbref.com/req/202005121/images/headshots/08d2ca80_2018.jpg,Moataz Yaseen,Moataz Yaseen Mahjoub Al-Fityani,GK ,Right,175cm,72kg,"    November 3, 1982    ","          in Amman, Jordan      ",
https://fbref.com/req/202005121/images/headshots/eb5383a8_2018.jpg,Ahmed Yasin Ghani,,"FW-MF (AM-WM, left &amp; right) ",Both,183cm,78kg,"    April 22, 1991    ","          in Baghdad, Iraq      ",
Inconnue,Karahan Yasir Subaşı,,DF ,Left,180cm,73kg,"    January 1, 1996    ","          in Sakarya, Turkey      ",Kayserispor
Inconnue,Saad Yaslam,Saad bin Yaslam bin Belkhair Badkheen Balobaid,DF,,,,"    January 27, 2000    ",,Al-Taawon
Inconnue,Ahmed Yasser Rayan,Ahmed Yasser Anwer Mohamed Rayan,FW ,Right,,,"    January 24, 1998    ",,Altay
https://fbref.com/req/202005121/images/headshots/30272ffe_2018.jpg,Wesal Ahmed Al Yassi,,MF,,,,"    July 5, 2000    ",,
https://fbref.com/req/202005121/images/headshots/eec674d4_2018.jpg,Mzamiru Yassini,Mzamiru Yassini Saidi,MF,,,,"    January 3, 1996    ","          in Morogoro, Tanzania      ",Simba SC
https://fbref.com/req/202005121/images/headshots/398dc4f4_2018.jpg,Mustapha Yatabaré,,FW-MF ,Right,186cm,70kg,"    January 26, 1986    ","          in Beauvais, France      ",Sivasspor
https://fbref.com/req/202005121/images/headshots/3cfd6114_2018.jpg,Sambou Yatabaré,,MF ,Right,190cm,82kg,"    March 2, 1989    ","          in Beauvais, France      ",Valenciennes
https://fbref.com/req/202005121/images/headshots/637047f7_2018.jpg,Jerry Yates,,FW-MF ,Right,172cm,69kg,"    November 10, 1996    ","          in Doncaster, England, United Kingdom      ",Blackpool
Inconnue,Ryan Yates,,MF (DM) ,Right,190cm,77kg,"    November 21, 1997    ","          in Nottingham, England, United Kingdom      ",Nottingham Forest
https://fbref.com/req/202005121/images/headshots/3a042945_2018.jpg,Sou Yaty,,GK,,178cm,70kg,"    December 17, 1991    ","          in Phnom Penh, Cambodia      ",
https://fbref.com/req/202005121/images/headshots/b94d27c8_2018.jpg,Serhiy Yavorskyi,,DF (CB) ,Right,186cm,82kg,"    July 5, 1989    ","          in Donetsk, Ukraine      ",Vorskla-Naftohaz
https://fbref.com/req/202005121/images/headshots/bf95671d_2018.jpg,Zeki Yavru,,"DF-MF (FB, right) ",Right,179cm,78kg,"    September 5, 1991    ","          in Trabzon, Turkey      ",Giresunspor
Inconnue,Batuhan Yavuz,,DF,,,,"    May 4, 2005    ",,Schalke 04
https://fbref.com/req/202005121/images/headshots/8fb94908_2018.jpg,Jasur Yaxshiboyev,Jasurbek Jumaboy oʻgʻli Yaxshiboyev,FW,,178cm,74kg,"    June 24, 1997    ","          in Chinoz, Uzbekistan      ",Sheriff Tiraspol
Inconnue,Reza Yazdandoost,,DF ,Right,196cm,,"    November 7, 1991    ","          in Īrān, Iran      ",Sanat Naft
https://fbref.com/req/202005121/images/headshots/ec19c53b_2018.jpg,Siavash Yazdani,Siavash Yazdani Moghadam,DF (CB),,192cm,,"    March 2, 1992    ","          in Mashhad, Iran      ",Esteghlal Khuz
https://fbref.com/req/202005121/images/headshots/f5c8b425_2018.jpg,Yusuf Yazıcı,,FW-MF (AM) ,88% Left,183cm,78kg,"    January 29, 1997    ","          in Trabzon, Turkey      ",Lille
Inconnue,Zaw Ye Tun,,DF,,,,"    June 28, 1994    ","          in Yangon International Airport, Myanmar      ",
Inconnue,Godjes Yeboah,Godjes Yeboah,FW,,,,"    December 17, 2004    ",,RB Leipzig
https://fbref.com/req/202005121/images/headshots/8dfdc6c3_2018.jpg,John Yeboah,,FW-MF ,Left,170cm,67kg,"    June 23, 2000    ","          in Hamburg, Germany      ",Willem II
https://fbref.com/req/202005121/images/headshots/ea0893d6_2018.jpg,Kelvin Yeboah,,FW ,Right,185cm,73kg,"    May 6, 2000    ",,Sturm Graz
https://fbref.com/req/202005121/images/headshots/36292031_2018.jpg,Yaw Yeboah,,FW-MF ,Right,175cm,70kg,"    March 28, 1997    ","          in Accra, Ghana      ",Wisła Kraków
https://fbref.com/req/202005121/images/headshots/eda4e2ee_2018.jpg,Artak Yedigaryan,Artak Geghami Yedigaryan,DF-MF (FB) ,Right,176cm,70kg,"    March 18, 1990    ","          in Yerevan, Armenia      ",Alashkert FC
https://fbref.com/req/202005121/images/headshots/ae0a7ddf_2018.jpg,DeAndre Yedlin,DeAndre Roselle Yedlin,"DF (FB, right) ",96% Right,173cm,68kg,"    July 9, 1993    ","          in Seattle, Washington, United States      ",Galatasaray
https://fbref.com/req/202005121/images/headshots/04db329d_2018.jpg,Park Yeeun,,MF,,166cm,,"    October 17, 1996    ",,
https://fbref.com/req/202005121/images/headshots/ca81d4df_2018.jpg,Andrei Yegorychev,Andrei Sergeyevich Yegorychev,MF ,Right,183cm,73kg,"    February 14, 1993    ","          in Voronezh, Russia      ",Ural Yekaterinburg
https://fbref.com/req/202005121/images/headshots/ce940592_2018.jpg,Sheran Yeini,,"DF-MF (CM-DM-FB, right) ",Right,175cm,62kg,"    December 8, 1986    ","          in Tel Aviv, Israel      ",Maccabi Tel Aviv
Inconnue,Maryam Yektaei,,GK,,,,"    June 19, 1993    ",,
https://fbref.com/req/202005121/images/headshots/e7ddc646_2018.jpg,Pan Yen-hsin,,DF,,,,"    February 18, 1996    ",,
https://fbref.com/req/202005121/images/headshots/180b7763_2018.jpg,Chen Yen-ping,,MF,,,,"    August 20, 1991    ",,
https://fbref.com/req/202005121/images/headshots/8cc4b934_2018.jpg,Nico Yennaris,,DF-MF (DM-FB) ,Right,174cm,70kg,"    May 23, 1993    ","          in Leytonstone, England, United Kingdom      ",Beijing Sinobo Guoan
https://fbref.com/req/202005121/images/headshots/0402229a_2018.jpg,Jeong Yeonga,,DF,,168cm,,"    December 9, 1990    ",,
Inconnue,Gerard Yepes,Gerard  Yepes Laut,MF ,Right,,,"    August 25, 2002    ","          in Barcelona, Spain      ",Sampdoria
Inconnue,Heorhii Yermakov,Heorhii Yermakov,GK,,191cm,85kg,"    March 28, 2002    ",          in Ukraine      ,PFK Oleksandriya
https://fbref.com/req/202005121/images/headshots/d54475d2_2018.jpg,Vitalii Yermakov,,DF,,,,"    June 7, 1992    ",          in Ukraine      ,FK Metalist 1925 Kharkiv
https://fbref.com/req/202005121/images/headshots/d0a01d27_2018.jpg,Andrey Yeshchenko,,"DF (FB, right) ",Right,175cm,69kg,"    February 8, 1984    ","          in Irkutsk, Russia      ",Spartak Moscow
Inconnue,Erdoğan Yeşilyurt,,"MF (WM, right) ",Right,176cm,75kg,"    November 6, 1993    ","          in Euskirchen, Germany      ",Sivasspor
Inconnue,Nilufa Yesmin Nila,Nilufa Yesmin Nila,DF,,,,"    November 15, 2003    ","          in Kushtia, Bangladesh      ",
Inconnue,Madeleine Yetna,Madeleine Yetna,FW,,,,"    April 9, 2004    ","          in Sarcelles, France      ",Dijon
https://fbref.com/req/202005121/images/headshots/d58f7a4e_2018.jpg,Roman Yevgenyev,,DF (CB),,193cm,86kg,"    February 23, 1999    ",,Dynamo Moscow
https://fbref.com/req/202005121/images/headshots/82dbaea5_2018.jpg,Alexey Yevseyev,,MF ,Right,183cm,73kg,"    March 30, 1994    ","          in Leningrad, Russia      ",Ural Yekaterinburg
https://fbref.com/req/202005121/images/headshots/0871842a_2018.jpg,Roman Yezhov,Roman Vladimirovich Yezhov,FW-MF ,Right,178cm,70kg,"    September 2, 1997    ","          in Nizhnekamsk, Russia      ",Krylia Sovetov Samara
https://fbref.com/req/202005121/images/headshots/5e3b42a7_2018.jpg,Hsu Yi,,MF,,169cm,65kg,"    October 21, 1989    ",,
https://fbref.com/req/202005121/images/headshots/c375de80_2018.jpg,Chen Yi-wei,,DF,,175cm,72kg,"    March 27, 1987    ","          in Kaohsiung City, Chinese Taipei      ",
Inconnue,Li Yi-wen,,FW,,,,"    September 20, 2005    ",,
https://fbref.com/req/202005121/images/headshots/4cd6aa1a_2018.jpg,Hsu Yi-yun,,MF,,,,"    April 29, 1997    ",,
https://fbref.com/req/202005121/images/headshots/be950e35_2018.jpg,Andy Yiadom,,"DF-MF (FB-WM, right) ",Right,180cm,75kg,"    December 2, 1991    ","          in Holloway, England, United Kingdom      ",Reading
Inconnue,Fatih Yiğit Şanlitürk,Fatih Yiğit Şanlitürk,MF ,Right,176cm,67kg,"    January 1, 2003    ","          in Seyhan, Turkey      ",Fenerbahçe
Inconnue,Seyhan Yiğit,,DF,,,,"    June 30, 2003    ",,Nürnberg
Inconnue,Abdullah Yiğiter,,GK,,,,"    February 2, 2000    ",,Hatayspor
Inconnue,Özkan Yiğiter,Özkan Yiğiter,DF ,Right,,,"    January 7, 2000    ","          in Sivas Province, Turkey      ",Sivasspor
Inconnue,Selçuk Yiğitoğlu,Selçuk Yiğitoğlu,FW,,,,"    April 24, 2004    ",,KSV Hessen Kassel U19
Inconnue,Metehan Yıldırım,Metehan Yıldırım,MF,,,,"    March 7, 2005    ",,FC Viktoria 1889 Berlin
https://fbref.com/req/202005121/images/headshots/20509d27_2018.jpg,Muammer Yıldırım,Muammer Zülfikar Yıldırım,GK ,Right,185cm,75kg,"    September 14, 1990    ","          in Diyarbakır, Turkey      ",Sivasspor
https://fbref.com/req/202005121/images/headshots/5030698c_2018.jpg,Safa Yildirim,,DF,,,,"    January 10, 2004    ",,Hertha BSC
Inconnue,Zeki Yıldırım,,MF ,Right,180cm,77kg,"    January 15, 1991    ","          in Antalya, Turkey      ",Altay
Inconnue,Kenan Yıldız,Kenan Yıldız,MF,,,,"    May 4, 2005    ",,Bayern Munich
https://fbref.com/req/202005121/images/headshots/5e938ee9_2018.jpg,Seyhan Yildiz,,FW ,Right,177cm,61kg,"    April 30, 1989    ","          in Grabs, Switzerland      ",FC Balzers
https://fbref.com/req/202005121/images/headshots/5e938ee9_2018.jpg,Seyhan Yildiz,,FW ,Right,177cm,61kg,"    April 30, 1989    ","          in Grabs, Switzerland      ",FC Balzers
Inconnue,Can Yılmaz Uzun,,MF,,,,"    November 11, 2005    ","          in Regensburg, Germany      ",Nürnberg
Inconnue,Ali Yılmaz,,DF,,,,"    December 6, 2003    ",,Ulm
Inconnue,Berkay Yılmaz,Berkay Yılmaz,MF,,,,,,Freiburg
https://fbref.com/req/202005121/images/headshots/165a2e40_2018.jpg,Burak Yılmaz,,FW ,86% Right,188cm,77kg,"    July 15, 1985    ","          in Antalya, Turkey      ",Lille
Inconnue,Enes Yılmaz,,MF,,,,"    January 25, 2004    ",,Düsseldorf
Inconnue,Enes Yılmaz,,MF,,,,"    January 8, 2005    ",,Leverkusen
https://fbref.com/req/202005121/images/headshots/9d23ab01_2018.jpg,Erhan Yılmaz,Erhan Yılmaz,MF ,Both,175cm,70kg,"    August 16, 1994    ","          in Hannover, Germany      ",FC Viktoria 1889 Berlin
Inconnue,Fatih Yılmaz,Fatih Yılmaz,DF,,,,"    May 19, 2002    ",,Giresunspor
Inconnue,Furkan Yilmaz,,MF,,,,"    May 2, 2004    ",,Arminia
Inconnue,Halit Yilmaz,,MF,,,,"    September 2, 2003    ",,Augsburg
Inconnue,Lukas Yilmaz,,MF,,,,"    January 12, 2005    ",,Augsburg
Inconnue,Melih Yılmaz,Melih Yılmaz,DF,,,,,,FC Hennef 05
https://fbref.com/req/202005121/images/headshots/94721522_2018.jpg,Rıdvan Yılmaz,,DF ,Left,174cm,71kg,"    May 21, 2001    ","          in Istanbul, Turkey      ",Beşiktaş
https://fbref.com/req/202005121/images/headshots/cbabde2c_2018.jpg,Sefa Yılmaz,,MF (AM-WM) ,Both,183cm,81kg,"    February 14, 1990    ","          in Land Berlin, Germany      ",Sivasspor
Inconnue,Umut Yılmaz,Umut Yılmaz,FW,,,,"    June 16, 2005    ",,FSV Frankfurt
Inconnue,Chen Ying-hui,,MF,,,,"    October 5, 1998    ",,
https://fbref.com/req/202005121/images/headshots/ac845b3f_2018.jpg,Ju Yingzhi,,MF,,175cm,74kg,"    July 24, 1987    ","          in Dalian, China PR      ",Kitchee SC
https://fbref.com/req/202005121/images/headshots/4b311dd2_2018.jpg,Ye Yint Aung,,DF (FB),,178cm,63kg,"    February 26, 1998    ","          in Indaw, Myanmar      ",Okktha United FC
Inconnue,Or Yitzhak,,GK,,,,"    January 2, 2001    ",,Maccabi Tel Aviv
https://fbref.com/req/202005121/images/headshots/522e33c0_2018.jpg,Wezirgeldi Ylýasow,Wezirgeldi Omarowiç Ylýasow,DF,,167cm,68kg,"    January 18, 1992    ","          in Gumdag, Turkmenistan      ",FC Altyn Asyr
https://fbref.com/req/202005121/images/headshots/61bb7498_2018.jpg,Yoel,"
  Twitter:
  
@Yoel13Oficial",GK ,84% Right,185cm,78kg,"    August 28, 1988    ","          in Vigo, Spain      ",Eibar
https://fbref.com/req/202005121/images/headshots/b39849eb_2018.jpg,Édgar Yoel Bárcenas,Édgar Yoel Bárcenas Herrera,FW-MF ,Left,175cm,70kg,"    October 23, 1993    ","          in Colón, Panama      ",Leganés
Inconnue,Amanuel Yohannes,Amanuel Yohannes Gamo,MF ,Left,172cm,68kg,"    August 3, 1997    ","          in Addis Ababa, Ethiopia      ",
Inconnue,Desta Yohannes,Desta Yohannes Egeta,DF ,Left,179cm,65kg,"    April 17, 1998    ","          in Awasa, Ethiopia      ",
Inconnue,Zerit Yohhanes,Zerit Yohhanes Haken,MF,,,,"    August 11, 1989    ",,
https://fbref.com/req/202005121/images/headshots/1bf4528b_2018.jpg,Samuel Yohou,,DF (CB) ,Right,190cm,86kg,"    August 6, 1991    ","          in Villepinte, France      ",USL Dunkerque
https://fbref.com/req/202005121/images/headshots/e49ce451_2018.jpg,Okay Yokuşlu,,MF (CM-DM) ,89% Right,188cm,79kg,"    March 9, 1994    ","          in Konak, Turkey      ",Celta Vigo
Inconnue,Georgi Yomov,,MF,,,,"    July 6, 1997    ","          in Sofia-Capital, Bulgaria      ",CSKA Sofia
Inconnue,Kelvin Yondan,,DF (CB),,174cm,80kg,"    October 9, 1984    ",          in Tanzania      ,
https://fbref.com/req/202005121/images/headshots/95e57652_2018.jpg,Lee Yong,,"DF (FB, right) ",Both,180cm,74kg,"    December 24, 1986    ","          in Seoul, Korea Republic      ",Chonbuk Motors
https://fbref.com/req/202005121/images/headshots/061266cd_2018.jpg,Darlin Yongwa,Darlin Zidane Yongwa Ngameni,DF,,,,"    September 22, 2000    ","          in Douala, Cameroon      ",Niort
https://fbref.com/req/202005121/images/headshots/4e6b7a3c_2018.jpg,Sarach Yooyen,,MF (CM),,169cm,60kg,"    May 30, 1992    ","          in Nakhon Ratchasima, Thailand      ",Bangkok Glass FC
Inconnue,Ivan Yordanov,,MF,,,,"    November 7, 2000    ",,Ludogorets Razgrad
https://fbref.com/req/202005121/images/headshots/925b0cdf_2018.jpg,Preslav Yordanov,Preslav Anatoliev Yordanov,FW,,193cm,,"    July 21, 1989    ",,Pirin Blagoevgrad
https://fbref.com/req/202005121/images/headshots/947d2cb0_2018.jpg,Tonislav Yordanov,,FW,,,,"    November 27, 1998    ","          in Obshtina Sevlievo, Bulgaria      ",FC Arda
https://fbref.com/req/202005121/images/headshots/24e02f79_2018.jpg,Jamal Yorke,Jamal  Yorke,DF,,175cm,73kg,"    October 9, 1991    ",,
https://fbref.com/req/202005121/images/headshots/caffaf5a_2018.jpg,Maya Yoshida,,DF (CB) ,82% Right,189cm,81kg,"    August 24, 1988    ","          in Nagasaki-shi, Japan      ",Sampdoria
https://fbref.com/req/202005121/images/headshots/e1437abf_2018.jpg,Valentin Yoskov,,FW,,178cm,68kg,"    June 5, 1998    ","          in Burgas, Bulgaria      ",FK CSKA 1948 Sofia
https://fbref.com/req/202005121/images/headshots/b6af8c85_2018.jpg,Yoshimar Yotún,,"DF-MF (DM-FB-WM, left) ",93% Left,173cm,68kg,"    April 7, 1990    ","          in Breña, Peru      ",Cruz Azul
https://fbref.com/req/202005121/images/headshots/698b37b8_2018.jpg,Elie Youan,Thody Elie Youan,FW ,Right,181cm,73kg,"    April 7, 1999    ","          in Nantes, France      ",St Gallen
Inconnue,Glenn Youbi,Glenn Byakoua Youbi,DF,,,,,,Rot-Weiss Essen
Inconnue,Dominique Youfeigane,,GK ,Right,188cm,84kg,"    January 7, 2000    ","          in Saint-Maurice, France      ",Guingamp
https://fbref.com/req/202005121/images/headshots/8ca850b8_2018.jpg,Amos Youga,,DF-MF (CM-DM) ,79% Right,186cm,83kg,"    December 8, 1992    ","          in Villeurbanne, France      ",CSKA Sofia
https://fbref.com/req/202005121/images/headshots/228f73ae_2018.jpg,Amin Younes,,"FW-MF (AM, left) ",85% Right,168cm,67kg,"    August 6, 1993    ","          in Düsseldorf, Germany      ",Eintracht Frankfurt
https://fbref.com/req/202005121/images/headshots/cd015ecb_2018.jpg,Fahad Younes,,GK,,,,"    July 30, 1994    ","          in Doha, Qatar      ",Al Rayyan
https://fbref.com/req/202005121/images/headshots/be927d03_2018.jpg,Ashley Young,Ashley Simon Young,"DF-FW-MF (FB-WM, left) ",85% Right,175cm,64kg,"    July 9, 1985    ","          in Stevenage, England, United Kingdom      ",Aston Villa
Inconnue,Brad Young,Brad Young,GK,,191cm,,"    May 5, 2002    ","          in Sunderland, England, United Kingdom      ",Leicester City
Inconnue,Brad Young,,FW ,Right,185cm,75kg,"    January 6, 2003    ","          in England, United Kingdom      ",Carlisle United
Inconnue,Greig Young,Greig Young,DF,,,,(Date unknown),"          in Scotland, United Kingdom      ",Raith Rovers
Inconnue,Jack Young,,MF,,,,"    October 21, 2000    ","          in England, United Kingdom      ",Newcastle United
Inconnue,Jake Young,,FW,,,,"    July 22, 2001    ","          in Huddersfield, England, United Kingdom      ",Forest Green Rovers
Inconnue,Luke Young,,DF-MF (CM) ,Right,173cm,78kg,"    February 22, 1993    ","          in Plymouth, England, United Kingdom      ",Wrexham
Inconnue,Matt Young,,DF,,,,"    January 26, 1994    ","          in Romford, England, United Kingdom      ",Leyton Orient
https://fbref.com/req/202005121/images/headshots/3d3da10c_2018.jpg,Kim Young-bin,,DF (CB),,181cm,74kg,"    September 20, 1991    ",          in Republic of Korea      ,Gangwon
https://fbref.com/req/202005121/images/headshots/b0a75dc2_2018.jpg,Yoon Young-guel,,GK,,,,"    October 28, 1987    ",,
https://fbref.com/req/202005121/images/headshots/9459ace1_2018.jpg,Kim Young-gwon,,DF (CB) ,Left,187cm,78kg,"    February 27, 1990    ","          in Jeonju, Korea Republic      ",Gamba Osaka
https://fbref.com/req/202005121/images/headshots/c09fd671_2018.jpg,Lee Young-ju,,MF,,163cm,48kg,"    April 22, 1992    ",,
Inconnue,Ollie Younger,,DF ,Right,,,"    November 14, 1999    ","          in England, United Kingdom      ",Sunderland
https://fbref.com/req/202005121/images/headshots/2736b85e_2018.jpg,Wilitty Younoussa,,MF ,Right,174cm,62kg,"    September 9, 2001    ",,Dijon
https://fbref.com/req/202005121/images/headshots/7a28f968_2018.jpg,Abd-El-Aziz Yousef,Abd-El-Aziz Safimayo Yousef,FW,,180cm,,"    October 5, 1999    ",,
Inconnue,Fardin Yousefi,Fardin Yousefi,MF ,Right,,,"    October 13, 2000    ","          in Īrān, Iran      ",Sanat Naft
